OBJECTID,ORIGKEY,PMISYR,ROUTE_ID,FROM_MEASURE,TO_MEASURE,SYSTEM,ROUTE,DIR,BPOST,EPOST,PAVTYP,DESCRIPT,CONYR,RESYR,PMIS_LENGTH,LANE_MILES,MDIST,COUNTY,CITY,CITY 2,PCI_2,PCI_2DEF,RUT_INDX,IRI_INDX,FAULT_INDX,CRACK_INDX,IRI,FRICT,FRIDATE,FAULT,FAULTAV,RUT,CRACK_RATIO,T_INDX,L_INDX,LW_INDX,LLW_INDX,A_INDX,ACRACKH,ACRACKM,ACRACKL,TCRACKH,TCRACKM,TCRACKL,LCRACKH,LCRACKM,LCRACKL,LCRACKWH,LCRACKWM,LCRACKWL,DCRACKH,DCRACKM,DCRACKL,JTSPALLH,JTSPALLM,JTSPALL_LONG,JTSPALL_TRANS,PATCHAB,PATCHAG,PATCHES,COVERAGE,CAPDAT,STRUC80,STRUCT_NEED80,STRUCAV,STRUCJTR,AVEK,FWD_DATE,TRYR,AADT,TRUCKS,NHS,SYS_NHS,URBAN,PCLASS,FCLASS,MEDIAN,MEDIAN_PCT,LANES,SPEED,SURFACE_TYPE,PAVTHICK,TACCDPTH,TPCCDPTH,BASEDPTH,MLEVEL,WIDTH,WDRIVELN,RCURB,LCURB,ISHLDTIE,ISHLDTYP,ISHLDWID,OSHLDTIE,OSHLDTYP,OSHLDWID,COMPLEX,SUBDRAIN,SUBDPCT,SUBDMULT,TREATMENT,LAYR1,LAYR2,LAYR3,LAYR4,LAYR5,LAYR6,LAYR7,LAYR8,PROJECT1,PROJECT2,PROJECT3,PROJECT4,PROJECT5,PROJECT6,PROJECT7,PROJECT8,PROJTYP1,PROJTYP2,PROJTYP3,PROJTYP4,PROJTYP5,PROJTYP6,PROJTYP7,PROJTYP8,SURTYP1,SURTYP2,SURTYP3,SURTYP4,SURTYP5,SURTYP6,SURTYP7,SURTYP8,SURTHK1,SURTHK2,SURTHK3,SURTHK4,SURTHK5,SURTHK6,SURTHK7,SURTHK8,BASTYP1,BASTYP2,BASTYP3,BASTYP4,BASTYP5,BASTYP6,BASTYP7,BASTYP8,AGGCLAS1,AGGCLAS2,AGGCLAS3,AGGCLAS4,AGGCLAS5,AGGCLAS6,AGGCLAS7,AGGCLAS8,BASTHK1,BASTHK2,BASTHK3,BASTHK4,BASTHK5,BASTHK6,BASTHK7,BASTHK8,SUBTHK1,SUBTHK2,SUBTHK3,SUBTHK4,SUBTHK5,SUBTHK6,SUBTHK7,SUBTHK8,RMVTHK1,RMVTHK2,RMVTHK3,RMVTHK4,RMVTHK5,RMVTHK6,RMVTHK7,RMVTHK8,AGGSRC1,AGGSRC2,AGGSRC3,AGGSRC4,AGGSRC5,AGGSRC6,AGGSRC7,AGGSRC8,REMARKS1,REMARKS2,REMARKS3,REMARKS4,REMARKS5,REMARKS6,REMARKS7,REMARKS8,RMVTYP1,RMVTYP2,RMVTYP3,RMVTYP4,RMVTYP5,RMVTYP6,RMVTYP7,RMVTYP8,AGGTYP1,AGGTYP2,AGGTYP3,AGGTYP4,AGGTYP5,AGGTYP6,AGGTYP7,AGGTYP8,SUBTYP1,SUBTYP2,SUBTYP3,SUBTYP4,SUBTYP5,SUBTYP6,SUBTYP7,SUBTYP8,REST_UPDATED,REST_UTC_OFFSET,GLOBALID,PATCH_PCT,CONRTE,FAILURE_AREA,FAILURE_AREA_MI,FAILURE_CNT,FAILURE_CNT_MI,PATHWEB,STRUC_C_PCT,UNSEALCRK,Shape__Length
160,00232002 30003 5936,2023,S001930002W,248.25001,249.5167,3,2,2,002 30,003 59,3,From Horse Creek East To JCT IA 2/I-29,1987,2014,1.27,2.84,4,36,,0,68,,70,59,,76,121.88,37,2021/07/07 00:00:00+00,0.1,0.0095,0.14,23.65,51,3,85,,99,0,60,122,3,226,50,481,956,164,0,144,187,0,0,0,0,0,0,1,184,621,6,97,2023/04/29 00:00:00+00,6.4,0,7.94,,185,2015/06/30 00:00:00+00,2023,2610,1104,Y,NHS,,2,3,Y,78,2,55,65,13,4,10,0,B,27,,N,Y,N,PG,6,N,G,10,,,,,,2014,2007,1987,,,,,,MP-002-4(711)0--76-36,STPN-002-1(81)--2J-36,F-2-1(23)--20-36,,,,,,,,,,,,,,HMA,HMA,PCC,,,,,,1.5,1.5,9.5,,,,,,,HMA,,,,,,,,,I,,,,,,0,2,0,,,,,,0,0,0,,,,,,1.5,0,0,,,,,,,DELL RAPIDS,WEEPING WATER,,,,,,,2011 2.85-2.95 PCC 254,,,,,,,MIL,,,,,,,,,QUARTZ,C.LST.,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,01dda028-76b1-4f01-8055-3d3021de12b8,0,,124,97.8,31,24.5,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930002W&logpoint=248.25,4,100,2685.024456
161,00331000 00001 5475,2023,S001930003E,0,1.47883,3,3,1,000 00,001 54,1,From South Dakota/Iowa State Line East To S JCT IA 3/IA 12,1963,,1.48,2.96,3,75,,0,39,,,34,14,56,178.56,55,2023/08/16 00:00:00+00,0.2,0.1035,0.05,44.37,86,,,94,,0,0,0,4,9,12,0,2,18,4,11,40,0,0,0,12,14,0,14,2559,770,28,89,2022/04/28 00:00:00+00,2.02,0,2.91,71,71,2022/04/12 00:00:00+00,2023,1190,471,N,Non-NHS,,4,4,N,0,2,55,74,8,0,8,0,C,25,,Y,Y,N,E,4,N,E,4,Y,,,,PC,1963,,,,,,,,F-1010(3),,,,,,,,,,,,,,,,PCC,,,,,,,,8,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,AKRON,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,4f302c16-c78d-4a29-bccd-d70550b09db0,2,,477,322.4,118,79.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=0,8,100,3237.630035
162,00331001 54006 2775,2023,S001930003E,1.47883,6.2148,3,3,1,001 54,006 27,4,From S JCT IA 3/IA 12 North To N JCT IA 3/IA 12,1954,2004,4.74,9.47,3,75,55,55,67,,58,52,,87,137.43,58,2023/08/16 00:00:00+00,0.1,0,0.2,13.5,51,49,67,,100,0,0,24,0,38,178,0,300,894,0,271,454,0,0,0,0,0,0,0,113,0,0,99,2022/04/28 00:00:00+00,4.47,0,5.89,,102,2017/04/04 00:00:00+00,2023,2237,275,N,Non-NHS,,4,4,N,0,2,55,69,19,19,0,0,C,24,,N,N,Y,PG,7,Y,PG,7,N,,,,AC,2004,2004,1985,1967,1954,,,,STPN-3-1(72)--2J-75,STPN-3-1(72)--2J-75,FN-3-1(27)--21-75,FN-3-1(1)--21-75*<,P-1056,,,,,W,,,,,,,AAC,AAC,BAC,BAC,BAC,,,,2,2,1.5,1.5,6,,,,AAC,AAC,TBB,TBB,,,,,,,,,,,,,3,3,1.5,1.5,0,,,,0,5,0,2,0,,,,1.5,0,0,0,0,,,,BOYER,BOYER,HAWARDEN-NORTH,AKRON,CHATSWORTH,,,,,,,,,,,,MIL,,,,,,,,GRAVEL,GRAVEL,GRAVEL,C.LST.,GRAVEL,,,,,BAC,,TBB,,,,,2024/04/18 18:55:47.120+00,-05:00,099fe044-607e-4328-9ef0-2c4471f11dc9,0,12,11338,2398.6,463,97.9,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=1.479,5,100,10403.98792
163,00331006 27006 6975,2023,S001930003E,6.2148,6.68848,3,3,1,006 27,006 69,4,From N JCT IA 3/IA 12 East & Southeast To ECL Akron,1945,2013,0.47,0.95,3,75,55,55,59,,40,62,,67,116.93,,,,0,0.28,33.01,21,81,0,,100,0,0,0,0,6,371,0,0,500,0,22,6117,0,0,0,0,0,0,0,0,0,0,99,2022/04/28 00:00:00+00,3.77,0,4.78,,63,2022/04/12 00:00:00+00,2023,1930,192,N,Non-NHS,,4,4,N,0,2,35,69,15,15,0,0,C,24,,N,N,N,PG,5,N,PG,5,N,,,,AC,2013,2013,1966,1945,,,,,STPN-003-1(87)--2J-75,STPN-003-1(87)--2J-75,DEFAULT-654,DEFAULT-653,,,,,,W,,,,,,,HMA,HMA,BAC,BAC,,,,,1.5,1.5,3,9,,,,,HMA,HMA,,,,,,,2,2,,,,,,,1.5,1.5,0,0,,,,,0,5,0,0,,,,,3,0,0,0,,,,,DELL RAPIDS_ASD0,DELL RAPIDS_ASD0,,,,,,,,,,,,,,,MIL,,,,,,,,C.LST.,QUARTZ,,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,c15e3249-d700-47fb-a9f4-ea03e4fcff55,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=6.214,37,66,1038.362467
164,00331006 69017 4775,2023,S001930003E,6.68848,17.61716,3,3,1,006 69,017 47,4,From ECL Akron East To S JCT IA 3/Co Rd K22,1967,2013,10.93,21.98,3,75,,0,65,,43,66,,75,106.61,63,2021/07/30 00:00:00+00,,0,0.27,24.62,39,51,0,,100,0,0,38,0,2,291,0,1,1301,0,19,3473,0,0,0,0,0,0,0,40,30,0,100,2022/04/28 00:00:00+00,3.47,0,4.74,,76,2022/04/12 00:00:00+00,2023,1532,258,N,Non-NHS,,4,4,N,0,2,55,69,8.5,9,0,0,C,24,,N,N,N,PG,5,N,PG,5,N,,,,AC,2013,2013,1992,1967,,,,,STPN-003-1(87)--2J-75,STPN-003-1(87)--2J-75,FN-3-1(30)--21-75,FN-3-1(2)--21-75,,,,,,W,,,,,,,HMA,HMA,AAC,BAC,,,,,1.5,1.5,3,1,,,,,HMA,HMA,,TBB,,,,,2,2,,,,,,,1.5,1.5,0,1.5,,,,,0,5,0,0,,,,,0,0,0,0,,,,,DELL RAPIDS_ASD0,DELL RAPIDS_ASD0,,,,,,,,,,,,,,,,,,,,,,,C.LST.,QUARTZ,,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,c94a5c5b-6fb5-4e7f-9d6e-e5b252baa2b3,0,,3,0.3,1,0.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=6.688,21,63,23958.27447
165,00331017 47026 2175,2023,S001930003E,17.61716,26.18465,3,3,1,017 47,026 21,3,From S JCT IA 3/Co Rd K22 East To East Ramps US 75 Intchg,1954,2016,8.57,17.27,3,75,,0,76,,56,77,,85,81.79,60,2021/07/30 00:00:00+00,0.1,0.0015,0.21,14.64,61,65,87,,100,0,0,16,0,2,311,0,1,918,0,0,349,0,0,0,0,0,0,0,1642,327,2,98,2022/04/28 00:00:00+00,3.65,0,4.22,,60,2019/05/15 00:00:00+00,2023,3635,390,Y,NHS,,4,4,N,0,2,55,65,12,4,8,0,C,29,,N,N,N,PG,7,N,PG,7,Y,MP-3- (  )76-75,83,,AC,2016,2016,1954,,,,,,STPN-003-1(94)--2J-75,STPN-003-1(94)--2J-75,F-910(3),,,,,,S,W,,,,,,,HMA,HMA,PCC,,,,,,1.5,1.5,8,,,,,,HMA,HMA,,,,,,,2,2,,,,,,,1.5,1.5,0,,,,,,1,1,0,,,,,,0,0,0,,,,,,AKRON_A75502,DELL RAPIDS_ASD0,,,,,,,"1"" interlayer","5"" HMA widen w/ 6"" SBF",,,,,,,,,,,,,,,SAND,QUARTZ,,,,,,,HMA,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,ec959a4a-8a78-4057-9359-368593acc3a7,1,,261,30.5,18,2.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=17.617,2,91,18766.40709
166,00331026 21026 8775,2023,S001930003E,26.18465,26.84466,3,3,1,026 21,026 87,3,From East Ramps US 75 Intchg East To WCL Le Mars,1954,2012,0.66,1.35,3,75,4257,4257,69,,54,60,,84,119.54,61,2023/08/16 00:00:00+00,0.1,0.0115,0.22,15.66,69,89,70,,100,0,0,13,0,32,203,0,101,151,0,0,788,0,0,0,19,7,0,0,0,606,5,100,2022/04/28 00:00:00+00,2.85,0,4.53,,166,2022/04/12 00:00:00+00,2023,5300,348,Y,NHS,825,3,3,N,0,2,55,65,11,3,8,0,C,24,,N,N,N,PG,9,N,PG,9,Y,MP-3- (  )76-75,83,,AC,2012,1954,,,,,,,STP-003-1(83)--2C-75,STP-003-1(83)--2C-75,F-910(3),,,,,,,O,,,,,,,HMA,PCC,PCC,,,,,,1.5,8,0,,,,,,HMA,,,,,,,,2,,,,,,,,1.5,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,DELL RAPIDS_ASD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,fdd08346-da86-47db-9345-78159b662b37,0,,171,260.6,7,10.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=26.18391,5,100,1445.69083
167,00331026 87027 4675,2023,S001930003E,26.84466,27.43965,3,3,1,026 87,027 46,3,From WCL Le Mars East To 0.12Mi W Int Plymouth St & 6th Av,2012,,0.59,1.29,3,75,4257,4257,69,,67,60,,78,120.22,54,2023/08/16 00:00:00+00,,0,0.15,21.78,47,45,38,,100,0,0,0,0,93,288,0,156,1219,0,0,1626,0,0,0,0,0,0,0,265,0,4,87,2022/04/28 00:00:00+00,6.4,2.27,7.85,,115,2021/04/21 00:00:00+00,2023,5300,347,Y,NHS,825,3,3,N,0,2,50,61,3,3,0,0,C,26,,Y,Y,N,G,10,N,G,10,N,,,,AC,2012,,,,,,,,STP-003-1(83)--2C-75,DEFAULT-446,,,,,,,,,,,,,,,HMA,PCC,,,,,,,1.5,0,,,,,,,HMA,,,,,,,,2,,,,,,,,1.5,0,,,,,,,0,0,,,,,,,0,0,,,,,,,DELL RAPIDS_ASD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,7330caeb-513e-4823-8fd9-3bf9574bcf1f,0,,17,28.5,3,5,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=26.84023,10,99,1303.266396
168,00331027 46027 8775,2023,S001930003E,27.43965,27.84964,3,3,1,027 46,027 87,3,0.12Mi W of Int Plymouth St & 6th Ave W to Int 2nd Ave W,1956,1997,0.41,0.82,3,75,4257,4257,39,,47,0,,74,287.07,52,2016/07/20 00:00:00+00,0.4,0.038,0.25,26.39,34,76,3,,100,0,0,248,0,161,286,0,134,431,0,738,1449,0,0,0,0,0,0,0,561,66,22,100,2022/04/28 00:00:00+00,2.91,0,4.87,,187,2021/04/21 00:00:00+00,2023,7000,394,Y,NHS,825,3,3,N,0,2,30,65,12,4,8,0,B,40,,Y,Y,N,N,0,N,N,0,Y,,,,AC,1997,1956,,,,,,,246027 (LE MARS PROJECT),DEFAULT-809,,,,,,,,,,,,,,,AAC,PCC,,,,,,,1.5,8,,,,,,,BAC,,,,,,,,,,,,,,,,2.5,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,65007713-6ffd-485f-81db-3a949e5e2952,0,,387,943.1,31,75.5,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=27.43635,14,99,898.0931007
169,00331027 87028 2575,2023,S001930003E,27.84964,28.21697,3,3,1,027 87,028 25,3,From 2nd Ave W. To Int Plymouth St & 3rd Ave E.,1928,1974,0.37,1.06,3,75,4257,4257,38,,38,0,,76,255.49,,,,0,0.29,24.42,40,56,19,,99,0,34,288,0,58,395,0,200,851,0,362,1601,0,0,0,0,0,0,0,1949,1044,42,98,2022/04/28 00:00:00+00,4.26,0.14,5.7,,103,2021/04/21 00:00:00+00,2023,8900,440,Y,NHS,825,3,3,N,21,3,25,60,10.5,7,4,0,B,47,,Y,Y,N,N,0,N,N,0,Y,,,,AC,1974,1974,1956,1928,,,,,FN-3-1(15)--21-75,FN-3-1(15)--21-75,DEFAULT-1319,DEFAULT-1307,,,,,,W,,,,,,,HMA,HMA,BAC,BRK,,,,,1.5,1.5,5,4,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,fcfde9fe-90f0-4c2f-80f9-627a70d517bd,2,,514,1389,30,81.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=27.846,12,100,804.6128807
170,00331028 25029 2275,2023,S001930003E,28.21697,29.2054,3,3,1,028 25,029 22,3,From Int Plymouth St. & 3rd Ave E. To ECL Le Mars,1948,1960,0.99,2.21,3,75,4257,4257,66,,66,49,,82,143.91,49,2016/07/20 00:00:00+00,0.1,0.016,0.16,17.65,63,83,65,,100,0,0,0,0,51,221,0,86,323,0,67,821,0,0,0,0,0,0,1,11,26,2,99,2022/04/28 00:00:00+00,3.06,0,5.14,,175,2021/04/21 00:00:00+00,2023,6552,432,Y,NHS,825,3,3,N,0,2,50,65,10.5,3,8,0,B,29,,Y,Y,N,G,10,N,G,10,Y,,,,AC,1960,1948,,,,,,,DEFAULT-1322,DEFAULT-1328,,,,,,,,,,,,,,,BAC,PCC,,,,,,,3,7.5,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,8a51e8f7-667c-4669-931f-806937f5ffd8,0,,390,396.8,26,26.5,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=28.21606,5,86,2168.218196
171,00331029 22037 8275,2023,S001930003E,29.2054,37.79859,3,3,1,029 22,037 82,1,From ECL Le Mars East to 0.25mi West of INT Co. Rd. L12,1995,2022,8.59,17.19,3,75,4257,4257,87,R,,69,100,100,101.14,48,2023/08/01 00:00:00+00,0,0,0,0,100,,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023,3770,420,Y,NHS,825,3,3,N,0,2,55,79,19,13,6,0,B,24,,N,Y,N,PG,12,N,PG,12,Y,F-3-1(33)20-75,100,,PC,2022,2009,1995,,,,,,NHSN-003-1(106)--2R-75,STP-003-1(81)--2C-75,NHS-3-1(46)--19-75,,,,,,S,,,,,,,,PCC,HMA,AAC,,,,,,6,2,1.5,,,,,,,,AAC,,,,,,,,,,,,,,0,0,1.5,,,,,,0,0,8,,,,,,2,0,0,,,,,,,LASSON,HAWARDEN-NORTH,,,,,,"9"" PCC WIDEN 6' BOTH SIDES",,,,,,,,MIL,,,,,,,,,GRAVEL,GRAVEL,,,,,,,,BAC,,,,,,2024/04/18 18:55:47.120+00,-05:00,7dc0842a-3ebe-48a9-bfab-346bfaa974c4,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=29.19979,48,,18828.69553
172,00331037 82039 0975,2023,S001930003E,37.79859,38.98882,3,3,1,037 82,039 09,4,From 0.25mi W of INT Co.Rd. L12 To JCT IA3/IA140/Co Rd L14,1995,,1.19,2.47,3,75,6407,6407,38,,0,40,,56,164.45,43,2016/07/20 00:00:00+00,,0,0.56,43.85,0,40,0,,100,0,11,1882,0,58,768,0,124,1397,0,29,2980,0,0,0,0,0,0,0,0,0,0,100,2022/04/28 00:00:00+00,6.02,0,6.91,,152,2021/04/21 00:00:00+00,2023,3564,454,Y,NHS,,3,3,N,0,2,45,60,11,11,0,0,B,29,,Y,Y,N,G,0,N,G,0,Y,F-3-1(33)20-75,100,,AC,1995,,,,,,,,NHS-3-1(46)--19-75,,,,,,,,,,,,,,,,AAC,,,,,,,,1.5,,,,,,,,AAC,,,,,,,,,,,,,,,,1.5,,,,,,,,8,,,,,,,,0,,,,,,,,HAWARDEN-NORTH,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL,,,,,,,,BAC,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,cad82d60-86ee-4e0c-a67a-72d0a00ce43a,0,,872,732.5,21,17.6,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=37.79656,22,75,2607.729551
173,00331039 09044 1275,2023,S001930003E,38.98882,44.03572,3,3,1,039 09,044 12,1,From JCT IA 3/IA 140/L14 East to Plymouth/Cherokee Co Line,1999,2022,5.05,10.23,3,75,,0,89,R,,71,100,100,95.53,,,0,0,0,0,100,,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023,2610,586,Y,NHS,,3,3,N,0,2,55,69,17.5,12,6,0,B,24,,N,N,N,G,10,N,G,10,N,STPN-3-1(59)--2J-75,100,,PC,2022,1999,,,,,,,NHSX-003-1(104)--3H-75,STPN-3-1(59)--2J-75,,,,,,,S,,,,,,,,PCC,AAC,,,,,,,6,1.5,,,,,,,,AAC,,,,,,,,,,,,,,,0,2,,,,,,,0,8,,,,,,,2,0,,,,,,,,DELL RAPIDS,,,,,,,PCC overlay,,,,,,,,MIL,,,,,,,,,QUARTZ,,,,,,,,BAC,,,,,,,2024/04/18 18:55:47.120+00,-05:00,6856a792-f6ba-44bc-82d7-cb37fef66303,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=38.987,22,,11057.36347
174,00331044 12051 8218,2023,S001930003E,44.03572,51.68396,3,3,1,044 12,051 82,1,From Plymouth/Cherokee Co Line East To Cleghorn Turnoff,1937,2015,7.65,15.45,3,18,4762,4762,67,,,69,63,68,100.68,48,2023/08/01 00:00:00+00,0.1,0.0445,0.07,32.31,99,,,0,,0,0,0,0,0,1,7,10,8,384,228,288,0,0,0,0,0,0,2,0,0,0,100,2022/04/29 00:00:00+00,2.92,0,4.67,,142,2023/06/12 00:00:00+00,2023,2892,767,Y,NHS,,3,3,N,0,2,55,74,14,2,13,0,B,24,,N,N,N,G,2,N,G,2,Y,STP-3-2(41)2C-18,100,Y,AC,2015,2015,1937,,,,,,NHSX-003-2(69)--3H-18,NHSX-003-2(69)--3H-18,FA-116AB,,,,,,,W,,,,,,,PCC,PCC,PC7,,,,,,6,8,7,,,,,,HMA,,,,,,,,,,2,,,,,,1.5,0,0,,,,,,0,0,0,,,,,,6.5,0,0,,,,,,,,QUIMBY,,,,,,,,,,,,,,MIL,,,,,,,,,,GRAVEL,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,9d0aa714-97eb-4b6a-9265-3a85495b3f50,0,,42,5.5,6,0.8,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=44.034,0,97,16756.76529
175,00331051 82054 8018,2023,S001930003E,51.68396,54.66892,3,3,1,051 82,054 80,3,From Cleghorn Turnoff E To 0.2 Mi W of Jct Co Rd L-51,1937,2014,2.98,5.97,3,18,,0,86,,81,90,,85,55.16,47,2023/08/01 00:00:00+00,,0,0.09,15.23,66,80,58,,100,0,0,353,0,17,248,0,3,532,0,28,1057,0,0,0,0,0,0,0,377,253,1,99,2022/04/29 00:00:00+00,6.55,0,7.36,,128,2021/04/21 00:00:00+00,2023,2760,857,Y,NHS,,3,3,N,0,2,55,65,12.5,7,6,0,B,24,,N,N,N,PG,5,N,PG,5,Y,STP-3-2(41)2C-18,100,Y,AC,2014,2014,1937,,,,,,NHSX-003-2(62)--3H-18,NHSX-003-2(62)--3H-18,FA-116AB,,,,,,,W,,,,,,,HMA,HMA,PC7,,,,,,1.5,1.5,7,,,,,,HMA,HMA,,,,,,,2,2,,,,,,,1.5,1.5,0,,,,,,4,0,0,,,,,,6,0,0,,,,,,DELL RAPIDS_ASD0,DELL RAPIDS_ASD0,,,,,,,,,,,,,,,MIL,,,,,,,,QUARTZ,QUARTZ,,,,,,,HMA,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,cac29871-6483-4104-a618-6cf0d27ba857,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=51.682,7,80,6541.359207
176,00331054 80060 5418,2023,S001930003E,54.66892,60.3756,3,3,1,054 80,060 54,3,From 0.3 Mi W of Jct Co Rd L-51 E To Jct US 59,1937,2014,5.71,11.41,3,18,,0,85,,79,89,,84,55.58,45,2023/08/01 00:00:00+00,,0,0.1,16.47,59,75,57,,100,0,0,195,0,15,306,0,19,645,0,68,1041,0,0,0,,,0,0,80,66,1,100,2022/04/29 00:00:00+00,6.98,0,7.68,,134,2021/04/21 00:00:00+00,2023,3115,857,Y,NHS,,3,3,N,4,2,55,65,11,7,4,0,B,24,,N,N,N,PG,5,N,PG,5,Y,STP-3-2(41)2C-18,100,Y,AC,2014,2014,1937,,,,,,NHSX-003-2(62)--3H-18,NHSX-003-2(62)--3H-18,FA-116AB,,,,,,,W,,,,,,,HMA,HMA,PC7,,,,,,1.5,1.5,7,,,,,,HMA,HMA,,,,,,,2,2,,,,,,,1.5,1.5,0,,,,,,4,0,0,,,,,,9.5,0,0,,,,,,DELL RAPIDS_ASD0,DELL RAPIDS_ASD0,,,,,,,,,,,,,,,MIL,,,,,,,,QUARTZ,QUARTZ,,,,,,,HMA,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,dfa625e3-faf6-49a4-ab1d-c0eb92e96e69,0,,191,33.5,5,0.9,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=54.66485,7,80,12509.59182
177,00331060 54063 2618,2023,S001930003E,60.3756,63.11827,3,3,1,060 54,063 26,3,From JCT IA 3/US 59 SE To MP 63.26,1962,2011,2.74,5.66,3,18,1272,1272,73,,77,74,,69,88.62,49,2023/07/26 00:00:00+00,,0,0.11,31.25,38,51,6,,100,0,0,83,0,1,494,0,0,1298,0,1,2487,0,0,0,0,0,0,0,217,35,1,97,2022/05/04 00:00:00+00,4.88,0,6.63,,176,2022/04/11 00:00:00+00,2023,2712,696,Y,NHS,,3,3,N,13,2,55,65,16.5,9,8,0,B,25,,N,Y,N,PG,10,N,PG,10,Y,FN-3-2(27)--21-18,89,,AC,2011,2011,1991,1962,,,,,STP-003-2(56)--2C-18,STP-003-2(56)--2C-18,FN-3-2(28)--21-18,F-1082(4),,,,,,W,,,,,,,HMA,HMA,AAC,PCC,,,,,1.5,1.5,5.5,8,,,,,HMA,HMA,,,,,,,,,,3,,,,,1.5,1.5,0,0,,,,,0,4,0,0,,,,,2,0,0,0,,,,,MOORE,MOORE,GILMORE CITY-MW,CHEROKEE,,,,,,,,,,,,,MIL,,,,,,,,C.LST.,C.LST.,C.LST.,GRAVEL,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,950c0210-8b87-451d-bd64-ee9779fd4977,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930003E&logpoint=60.37456,15,75,6012.78173
