ORIGKEY,OBJECTID,CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
00931090 56108 7032,478,81,0,81,0,1820,1931,2010
00931108 70115 1855,479,97,0,93,0,1728,1931,2013
00931115 18115 6355,480,70,0,72,0,1607,1931,2014
00931115 63120 1455,481,97,0,95,0,1205,1931,2013
00931126 50132 5455,482,81,0,84,0,2113,1978,2010
00931132 54133 4895,483,90,0,85,0,2420,1978,2010
00622141 91142 5577,484,51,0,43,0,4300,1935,2003
00622142 55143 5377,485,76,0,47,0,4266,1935,2003
00622143 53143 9777,486,70,0,74,0,2392,1935,2003
00622166 20167 4450,487,62,0,47,0,3095,1963,2005
00622244 42244 6752,488,91,68,42,0,5533,2019,2019
00622246 74247 3052,489,90,63,60,0,9716,1961,1961
00622250 91251 3452,490,88,0,67,0,12250,1960,2018
00622251 87254 5152,491,84,0,72,0,10178,1958,2013
00622303 91305 4682,492,14,31,18,0,7940,1982,1982
00622305 46305 6582,493,37,0,0,0,9983,1982,1982
00622305 65306 4982,494,41,0,0,0,12050,1972,1972
00622306 49307 2282,495,53,0,20,0,14962,1972,1984
00622307 22308 7682,496,66,0,65,0,16658,1964,2020
00622308 76309 4382,497,67,63,72,0,14000,1937,1937
00622309 43309 8282,498,84,0,56,0,7944,1971,2017
00632003 83003 8978,499,88,20,44,0,1725,2018,2018
00731000 00005 4618,500,73,0,91,0,2672,1936,2016
00731005 46009 6411,501,79,0,95,0,2880,1936,2016
00731009 64014 3711,502,81,0,94,0,4698,1937,2016
00731014 37014 8011,503,88,0,93,0,5900,1937,2016
00731014 80015 1511,504,91,0,64,0,5900,1937,1989
00731015 15015 8411,505,66,0,56,0,7125,1967,2007
00731015 84016 1411,506,53,0,40,0,8700,1932,2007
00731016 14017 2911,507,50,0,63,0,6829,1952,1993
00731017 29017 6011,508,65,0,50,0,5450,1932,1961
00731017 60018 9111,509,87,75,62,0,4037,1932,1932
00731020 67028 1411,510,67,0,48,0,1825,1938,2000
00731028 14033 2011,511,70,0,59,0,1260,1938,2000
00731033 20039 7676,512,65,0,66,0,970,1938,2000
00731039 76045 4776,513,66,0,65,0,605,1937,2000
00731050 05056 8313,514,51,0,66,0,1015,1938,1999
00731056 83061 4513,515,66,0,63,0,2050,1938,1999
00731061 45062 0813,516,96,0,73,0,2460,1938,2009
00731062 08062 7894,517,95,0,78,0,2460,1975,2009
00731062 78064 1694,518,97,0,87,0,2460,1931,2009
00731064 16067 1794,519,96,0,76,0,2620,1975,2009
00731067 17069 6294,520,89,0,84,0,3183,1931,2009
00731069 62073 4294,521,93,0,72,0,3710,1975,2009
00831000 00000 5186,522,62,0,0,6.16,1990,1930,1997
00831000 51007 7086,523,96,0,87,0,2065,1941,2011
00831007 70008 7886,524,55,0,44,0,1873,1971,1994
00831008 78013 9306,525,68,0,39,0,1060,1971,1999
00931000 00004 9460,526,43,0,59,0,3400,1946,2011
00931004 94005 3660,527,88,0,87,0,3510,1946,2019
00931005 36005 8460,528,95,0,85,0,3875,1946,2019
00931005 84006 0460,529,100,0,81,0,4130,1946,2019
00931006 04006 4060,530,97,0,79,0,4383,1981,2019
00931006 40007 2460,531,95,0,88,0,4340,1941,2019
00931007 24007 5160,532,98,0,80,0,3240,1938,2019
00931007 51011 5460,533,94,0,87,0,3240,1938,2019
00931011 54012 4360,534,93,0,80,0,3435,1938,2019
00931012 43018 9760,535,95,0,87,0,3630,1938,2019
00931019 86021 0560,536,63,50,48,0,4615,1973,1973
00931021 05021 4260,537,51,0,61,0,3120,1936,1991
00931021 42034 8160,538,50,0,57,0,2440,1937,1991
00931034 81035 7160,539,51,0,66,0,1590,1950,1999
00931035 71042 2572,540,46,0,69,0,1724,1950,1999
00931042 25043 4472,541,81,0,61,0,2102,1931,1983
00931043 44052 2372,542,96,70,75,0,2560,1931,2009
00931052 23059 6172,543,65,0,62,0,2690,1931,2008
00931059 61070 0430,544,60,0,52,0,3380,1972,2002
00931070 04073 2330,545,90,0,75,0,3852,1972,2005
00931079 86084 2130,546,83,0,84,0,4083,1939,2014
00931084 21086 7732,547,70,0,81,0,3755,1931,2014
00931086 77087 4732,548,70,0,62,0,3930,1931,2006
00931087 47088 4132,549,53,0,1,0,5322,1951,2006
00932070 04073 2330,550,88,0,75,0,4377,1972,2005
01031000 00002 3584,551,55,0,75,0,2205,1955,1997
01031002 35002 7184,552,41,0,80,0,2600,1955,1997
01031002 71003 8484,553,56,0,50,0,2560,1955,1997
01031003 84004 4784,554,100,0,64,7.13,2777,1937,2021
01031004 47004 7484,555,99,0,66,0,2785,1937,2021
01031004 74012 7284,556,100,0,97,0,2282,1937,2021
01031012 72019 6884,557,99,0,95,0,3173,1938,2021
01031019 68024 9684,558,53,0,60,0,4600,1946,1994
01031024 96025 6384,559,73,0,46,0,5300,1946,1993
01031025 63026 4984,560,36,43,45,0,6800,1991,1991
01031026 49026 6684,561,68,0,73,0,8300,1994,2014
01031026 66026 7884,562,100,100,69,0,1692,2023,2023
01031026 78028 7484,563,64,0,79,0,4591,1994,2014
01031028 74036 6284,564,82,0,75,0,1870,1954,2009
01031036 62045 0771,565,84,0,83,0,1726,1952,2009
01031045 07045 6071,566,56,0,4,0,1802,1969,1969
01031045 60048 6371,567,82,0,84,0,1130,1970,2016
01031053 61055 6071,568,86,0,87,0,1450,1928,2016
01031055 60056 1871,569,83,0,80,2.39,1360,1971,2016
00931133 48133 9895,570,81,0,71,0,2453,1976,2010
00931133 98141 5195,571,91,0,75,0,1977,1977,2012
00931141 51147 9695,572,92,0,71,0,1490,1977,2012
00931147 96150 0595,573,86,0,72,0,1650,1977,2010
00931157 08157 4095,574,39,0,37,0,2770,1974,2006
00931157 40158 1495,575,25,0,53,0,2377,1976,2006
00931158 14159 9395,576,53,0,54,0,2180,1976,2006
00931159 93163 9395,577,63,0,68,0,1900,1947,1974
00931163 93167 9398,578,56,0,61,0,1990,1947,1981
00931167 93172 2098,579,96,0,90,0,2095,1941,2021
00931172 20179 0098,580,69,0,60,0,1615,1938,2002
00931179 00184 6998,581,84,0,60,0,2358,1938,2000
00931184 69188 6798,582,72,0,64,0,2200,1941,2000
00931188 67194 6566,583,43,0,69,0,2260,1941,1998
00931194 65198 8666,584,51,0,56,0,2748,1939,1998
00931198 86199 4166,585,72,53,34,0,3912,1975,1975
00931203 28206 7866,586,62,0,53,0,1940,1935,1997
00931206 78216 8666,587,65,0,69,0,1898,1933,1997
00931216 86217 2166,588,75,0,30,0,2453,1979,1998
00931217 21217 5645,589,76,0,28,0,2440,1979,2015
00931217 56217 8245,590,79,0,31,0,2145,1979,2015
00931217 82224 9445,591,90,0,88,0,1630,1938,2015
00931224 94230 2345,592,87,0,85,0,1660,1936,2015
00931230 23230 4645,593,76,0,31,0,2893,1936,2006
00931230 46238 9345,594,59,0,77,0,3723,1974,2006
00931238 93239 6245,595,64,0,39,0,4870,1955,2006
00931239 62240 4445,596,60,0,62,0,5913,1972,2006
00931240 44241 4845,597,79,0,90,0,3944,1973,2014
00931241 48251 2796,598,92,0,91,0,3020,1975,2014
00931251 27255 8396,599,93,0,95,0,3480,1975,2015
00931255 83258 2396,600,98,0,99,0,3960,1975,2015
00931258 23258 4796,601,100,78,75,0,3960,1975,2017
00931258 47258 7596,602,68,58,67,0,5696,2017,2017
00931258 75259 6196,603,45,0,46,0,9700,1968,1999
00931259 61263 2996,604,55,0,69,0,8350,1970,1999
00931263 29270 1396,605,71,0,63,0,3925,1970,2001
00931270 13276 7203,606,65,0,65,0,3043,1968,2002
00931276 72278 2103,607,93,0,89,0,5696,1969,2019
00931278 21278 8403,608,94,0,70,0,5040,1987,2019
00931278 84279 5603,609,70,50,22,0,3272,1980,1980
00931279 56282 2503,610,100,0,100,0,2220,1980,2020
00931282 25284 5103,611,100,0,100,0,2037,1931,2020
00931284 51287 9103,612,100,0,100,0,1770,1980,2020
00931287 91290 1303,613,99,0,100,0,1650,1931,2020
00931290 13293 2503,614,100,0,100,0,1777,1980,2020
00931293 25294 4603,615,94,0,99,0,2527,1931,2020
00931294 46295 0503,616,37,100,57,0,2840,1980,1980
00931295 05295 8703,617,36,0,27,0,2785,1932,1980
01431017 75018 8259,618,62,54,38,0,3854,1995,1995
01431018 82019 4059,619,77,78,54,0,3410,1995,1995
01431019 40023 9059,620,57,0,73,0,3013,1940,2012
01431023 90031 1659,621,75,0,58,0,2405,1955,2006
01431031 16035 0663,622,77,0,66,0,2293,1955,2006
01431035 06042 7063,623,71,0,77,0,5253,1947,2012
01431042 70043 9263,624,92,0,85,0,8600,1947,2020
01431043 92044 7263,625,74,0,60,0,6335,1983,2020
01431044 72046 4163,626,28,0,73,0,3490,1942,2001
01431046 41047 7363,627,50,0,62,0,3190,1965,2001
01031056 18056 7671,628,89,0,83,0,945,1971,2016
01031056 76063 3271,629,81,0,68,0,600,1936,2001
01031063 31075 1721,630,96,0,94,0,717,1933,2017
01031080 31088 4711,631,42,0,24,0,935,1941,2000
01031088 47092 3711,632,40,0,23,0,1075,1946,2000
01031092 37094 9076,633,54,0,52,0,1003,1946,2000
01031094 90099 6376,634,57,0,54,0,860,1941,2000
01031099 63104 2676,635,50,0,48,0,927,1938,2000
01031104 26104 6876,636,81,0,15,0,700,1976,1976
01032026 66026 7584,637,100,100,69,0,1506,2023,2023
01231000 47000 8797,638,76,0,68,0,4025,1964,2012
01231000 87001 5297,639,100,0,77,0,5725,1954,2022
01231001 52003 6497,640,100,0,77,0,8405,1954,2022
01231003 64004 4597,641,0,0,0,0,10960,1964,1975
01231004 45004 6397,642,90,53,39,0,10575,2014,2014
01231008 09008 6897,643,97,73,71,0,7337,1959,1959
01231008 68010 0097,644,100,0,85,0,5290,1957,2020
01231010 00012 9197,645,34,0,61,0,1940,1957,2004
01231012 91028 2975,646,35,0,64,0,1593,1957,2004
01231028 29028 7975,647,77,0,57,0,1590,1957,2004
01231033 52040 2475,648,88,0,69,0,2197,1967,2021
01231040 24045 6584,649,85,0,60,0,1268,1955,2021
01231045 65046 6584,650,82,0,56,1.65,2073,1955,2021
01232000 47000 8897,651,45,0,20,0,4266,1954,1954
01232000 88003 6997,652,100,0,77,0,8115,1954,2022
01232003 69004 4497,653,0,0,0,0,10575,1964,1975
01232004 44004 8997,654,80,70,56,1.87,11900,1964,1975
01331007 71011 2857,655,89,0,88,0,5633,1930,2016
01331011 28012 5757,656,88,0,79,0,4000,1974,2016
01331012 06017 4457,657,99,79,86,0,3650,2020,2020
01331012 57020 4657,658,86,0,76,0,3383,1974,2011
01331020 46027 9257,659,82,65,79,0,5375,1976,1976
01331027 92039 1828,660,64,0,70,0,4770,1976,2008
01331039 18039 8328,661,83,0,67,0,6586,1970,2008
01331039 83040 9928,662,71,0,51,0,6336,1971,2008
01331040 99041 7028,663,90,0,77,0,7000,1928,2020
01331041 70042 5028,664,89,0,48,0,8500,1931,2020
01331042 50043 2428,665,85,0,72,0,7780,1931,2020
01331043 24043 7428,666,87,0,71,0,5360,1964,2020
01331043 74044 3228,667,42,0,74,0,3140,1964,2008
01331044 32045 6228,668,49,42,33,0,3140,1964,2017
01331045 62047 5428,669,61,33,20,0,3140,1931,2017
01331047 54049 1728,670,48,28,21,0,2863,1931,2017
01331049 17050 6928,671,33,12,15,0,2310,1931,2017
01331050 69052 2128,672,29,21,2,0,2310,1931,2017
01331052 21053 6928,673,62,38,29,0,2310,1931,2017
01331059 32059 8122,674,91,73,54,0,2660,2013,2013
01331059 81062 4022,675,100,0,77,0,2695,1978,2022
01331062 40063 4022,676,86,0,68,0,2730,1978,2010
01331063 38064 7722,677,89,0,79,0,2730,1978,2017
01331063 40067 5322,678,100,0,83,0,2730,1978,2022
01331067 53073 2722,679,100,0,83,0,3080,1978,2022
01331073 27076 4022,680,42,0,21,0,3659,1983,1983
01331076 40081 0122,681,64,0,69,0,4137,1930,1999
01331081 01086 2422,682,77,0,64,0,2230,1930,1999
01332000 00000 8657,683,61,0,70,0,7873,1966,2011
01332007 71011 1657,684,89,0,80,0,6510,1974,2016
01332011 16012 0657,685,90,0,79,0,4083,1974,2016
01332017 44019 6857,686,87,0,73,0,3650,1974,2011
01431000 00000 5693,687,50,0,69,0,2900,1929,2010
01431000 56000 9393,688,79,0,74,0,2570,1964,2010
01431000 93001 2293,689,82,0,85,0,2150,1964,2015
01431001 22002 3193,690,90,0,90,0,2150,1932,2015
01431002 31009 7993,691,91,0,90,0,1873,1952,2015
01431009 79014 9059,692,89,0,91,0,1783,1948,2015
01431014 90017 2959,693,88,0,86,0,2283,1947,2015
01431017 29017 7559,694,71,0,46,0,1977,1963,2015
01431172 43180 5034,695,80,0,85,0,1537,1947,2012
01431180 50185 2734,696,75,0,87,0,1620,1937,2012
01431185 27186 3034,697,65,0,84,0,2178,1937,2012
01431186 30186 7534,698,77,0,79,0,2527,1937,2012
01431186 75187 8434,699,55,0,1,0,4427,1992,2012
01432099 61100 8964,700,95,0,84,0,7833,1955,2019
01432103 48104 7664,701,100,0,77,0,2765,1968,2022
01531000 00005 5176,702,51,0,26,0,620,1946,2005
01531005 51006 5076,703,61,0,30,0,510,1937,2005
01531006 50015 6876,704,69,0,47,0,378,1958,1968
01531015 68017 3346,705,37,25,15,0,673,1959,1959
01531017 33020 5755,706,22,13,25,0,1263,1959,1959
01531020 57021 0155,707,46,58,26,0,2345,1958,1958
01531021 01021 5755,708,84,0,37,0,1847,1958,2001
01531021 57029 6055,709,80,0,50,0,1370,1938,2001
01531030 60046 3555,710,84,0,56,0,680,1939,2020
01531046 35048 3932,711,75,0,44,0,660,1940,1997
01531048 39054 6732,712,75,0,82,0,828,1939,2002
01531054 67055 4232,713,67,0,26,0,1385,1940,1975
01531055 42063 7232,714,82,0,72,0,1354,1940,2002
01431047 73048 4263,715,29,0,75,0,3190,1942,2001
01431048 42050 9763,716,40,0,66,0,3540,1965,2001
01431050 97052 0463,717,25,0,55,0,3777,1955,2001
01431052 04056 8063,718,84,0,58,0,3727,1955,2006
01431056 80057 4350,719,90,69,60,0,4623,1956,1956
01431057 43058 3050,720,68,14,9,0,4366,1971,1971
01431058 30069 2350,721,50,0,31,0,4320,1972,2005
01431070 31070 9650,722,59,0,19,0,3350,1965,2005
01431070 96072 4650,723,14,0,14,0,2120,1965,1965
01431072 46079 1050,724,87,1,61,0,1880,1989,1989
01431079 10084 5650,725,95,0,89,0,1390,1950,2015
01431084 56085 2250,726,76,0,75,0,1390,1950,2012
01431085 22086 3750,727,86,0,84,0,1390,1950,2012
01431086 37089 1150,728,86,0,81,0,1930,1950,2012
01431089 11090 3564,729,85,0,83,0,2085,1950,2012
01431090 35090 8464,730,66,0,77,0,2444,1949,2012
01431090 84093 0664,731,79,0,77,0,2720,1950,2012
01431093 06098 5764,732,96,0,82,0,3698,1941,2015
01431098 57099 3364,733,90,0,78,0,10167,1941,2019
01431099 33099 7964,734,87,0,86,0,13600,1955,2019
01431099 79100 5264,735,94,0,89,0,7400,1955,2019
01431100 52100 9064,736,90,0,75,0,8350,1955,2019
01431100 90101 4564,737,84,0,58,0,14200,1955,2019
01431101 45102 1564,738,42,28,0,0,12300,1985,2019
01431102 15102 4664,739,49,0,0,7.63,12800,1949,2003
01431102 46103 0764,740,37,0,0,0,8860,1957,1957
01431103 07106 0464,741,51,45,49,0,6048,1968,1968
01431106 04111 5764,742,100,0,82,0,4445,1995,2022
01431111 57112 2564,743,100,0,83,0,4147,1994,2022
01431112 25113 5664,744,99,80,88,0,4070,1931,2020
01431113 56123 5338,745,99,80,92,0,3198,1932,2020
01431123 53129 3138,746,94,0,90,0,2324,1931,2014
01431129 31129 8438,747,75,0,64,0,3945,1931,2007
01431129 84130 8138,748,72,0,27,2,4982,1931,2007
01431130 81131 3738,749,70,50,40,0,3300,1990,1990
01431131 37137 5638,750,67,0,81,0,3715,1931,2007
01431137 56138 1738,751,90,0,69,0,4280,1931,2014
01431138 17139 5038,752,23,70,78,0,2340,1954,2013
01431139 50140 5038,753,1,75,80,0,2340,1954,2013
01431140 50144 1338,754,3,75,79,0,2340,1954,2013
01431144 13145 1412,755,26,70,71,0,2340,1954,2013
01431145 14146 5612,756,79,0,60,0,3264,1929,1995
01431146 56151 1512,757,74,0,82,0,2147,1941,2011
01431151 15158 1912,758,75,0,86,0,1220,1948,2011
01431159 11167 3412,759,84,0,84,0,1650,1953,2012
01431167 34170 4312,760,86,0,78,0,1618,1968,2012
01431170 43172 4334,761,73,0,79,0,1530,1936,2012
01821061 85063 8471,762,45,0,85,0,3640,1921,2008
01821063 84065 6171,763,57,0,87,0,3447,1921,2010
01821065 61075 5521,764,61,0,65,0,2628,1931,1996
01821075 55077 6621,765,49,0,58,0,3898,1931,1996
01821077 66079 6921,766,88,0,73,0,4557,1931,2004
01821079 69080 3521,767,58,0,56,0,6225,1969,2010
01821080 35081 7921,768,62,0,56,0,12767,1951,2010
01821081 79082 5221,769,78,0,81,0,4807,1931,2017
01821082 52083 3121,770,88,0,89,0,4167,1966,2017
01631000 00000 8490,771,79,0,58,0,2093,1985,2009
01631000 84002 5590,772,73,0,80,0,2490,1929,2009
01631002 55002 8890,773,69,0,84,0,2490,1985,2009
01631002 88005 5190,774,64,0,80,0,2317,1985,2009
01631005 51006 2090,775,40,0,22,5.86,1710,1927,2005
01631006 20006 9190,776,65,0,70,0,1450,1945,2009
01631006 91007 9490,777,80,0,81,0,1210,1946,2009
01631007 94008 7526,778,71,0,73,0,1210,1968,2009
01631008 75010 7889,779,60,0,78,0,1210,1946,2009
01631010 78014 7789,780,55,0,51,0,1085,1963,2003
01631014 77022 2489,781,60,0,39,0,960,1963,1993
01631024 42035 6189,782,88,0,71,0,998,1961,2009
01631035 61036 2256,783,92,0,78,0,955,1990,2009
01631036 22039 1456,784,73,65,31,0,850,1990,1990
01631039 14045 5256,785,96,0,87,0,1390,1927,2017
01631045 52059 1056,786,69,0,69,0,1523,1956,2005
01631059 10065 1456,787,74,0,75,0,1488,1948,1984
01731000 00003 5677,788,96,0,88,0,4907,1959,2020
01731003 56007 0677,789,99,0,97,0,6100,1959,2020
01731007 06007 8377,790,88,0,76,0,6900,1930,2011
01731007 83008 6808,791,72,0,53,0,7300,1930,2011
01731008 68009 0708,792,82,0,60,0,8100,1930,2011
01731009 07019 6508,793,96,0,89,0,5470,1930,2011
01731019 65020 4508,794,94,0,80,0,4333,1930,2022
01731020 45022 6008,795,98,74,83,0,2320,2022,2022
01731022 60030 9208,796,87,0,91,0,2380,1980,2018
01731030 92032 7608,797,93,0,94,0,2380,1980,2017
01731032 76036 5440,798,95,0,94,0,2555,1980,2018
01731036 54037 9940,799,89,0,85,0,2805,1978,2014
01731037 99039 7540,800,87,0,85,0,2750,1978,2014
01731039 75046 7540,801,90,28,37,0,3055,1978,1978
01731046 75049 5640,802,89,0,86,0,4210,1974,2014
01731054 47056 0240,803,74,61,54,0,1490,1979,1979
01731056 02056 3340,804,67,0,67,0,2695,1929,2007
01731056 33062 2840,805,69,0,71,0,2557,1936,2007
01731062 28069 1099,806,100,0,95,0,3013,1933,2021
01731069 10069 9099,807,25,0,39,0,4077,1965,1965
01731069 90070 2399,808,35,0,10,0,4207,1933,1965
01731070 23070 7099,809,32,0,23,0,3565,1965,1965
01731070 70074 3999,810,99,77,82,0,2980,2018,2018
01731074 39074 5899,811,94,78,69,0,2860,2018,2018
01731077 39086 4599,812,92,0,80,0,1360,1950,2021
01731086 45089 5599,813,91,0,70,0,1137,1955,2021
01731089 55102 6541,814,58,0,53,0,910,1955,2000
01732054 05054 6940,815,61,0,54,0,980,1979,2014
01821000 00005 1360,816,82,0,61,0,2155,1938,2004
01821005 13007 9760,817,80,0,73,0,2280,1938,2004
01821007 97017 7484,818,78,0,78,0,3217,1949,2012
01821017 74018 9184,819,86,87,64,0,6328,1949,1949
01821018 91019 8784,820,51,83,55,0,7200,1985,1985
01821019 87020 8384,821,67,0,50,0,6500,1939,2011
01821020 83022 4184,822,66,51,44,0,5100,1985,1985
01821022 41024 1484,823,68,0,58,0,5100,1939,2011
01821024 14025 8484,824,75,53,52,0,5533,1985,1985
01821025 84027 7684,825,79,68,33,0,5850,2000,2000
01821027 76036 9684,826,79,0,67,0,5680,1937,2009
01821036 96037 6884,827,69,0,79,0,5200,1991,2009
01821037 68040 8984,828,79,0,61,0,5350,1937,2009
01821040 89041 7184,829,60,76,54,0,5700,1992,1992
01821041 71042 0071,830,100,0,77,0,6100,1933,2022
01821042 00043 1871,831,69,0,66,0,8214,1933,2013
01821043 18044 4371,832,67,0,81,0,7171,1920,1986
01821044 43051 7071,833,99,0,83,0,5104,1920,2017
01821051 70052 6871,834,95,0,81,0,4173,1920,2018
01821052 68060 5471,835,96,0,94,0,3830,1921,1988
01821060 54061 1771,836,100,0,77,0,4220,1921,2022
01821061 17061 8571,837,100,0,77,0,4427,1921,2022
01821186 26190 8317,838,87,78,71,0,5039,1999,1999
01821190 83195 2317,839,96,76,79,0,5466,1999,1999
01821195 23196 7534,840,74,75,70,0,5380,1999,1999
01821196 75202 7634,841,74,74,72,0,5308,1999,1999
01821202 76205 1234,842,54,80,69,0,5333,1998,1998
01821205 12208 9434,843,62,73,70,0,5700,2000,2000
01821208 94211 7534,844,100,100,69,0,5541,2021,2021
01821208 94212 7434,845,85,65,51,0,4912,1998,1998
01821212 74214 3934,846,95,0,97,0,4525,2000,2009
01821214 39215 9134,847,98,0,95,0,4300,2000,2009
01821215 91218 0934,848,79,0,88,0,2261,2000,2009
01821218 09218 9034,849,51,0,65,0,3595,1960,1992
01821218 90218A1834,850,48,0,52,0,4530,1958,1992
01821218A18218A8834,851,65,0,46,0,5243,1930,2009
01821218A78218A9034,852,77,0,9,0,8750,1970,1997
01821218A88218B2334,853,67,0,48,0,6267,1970,1997
01821218A90218C6134,854,100,0,68,0,6174,1967,2021
01821218C61218D2134,855,99,0,85,0,3040,1934,2021
01821218D21218D5934,856,100,0,99,0,3020,1983,2021
01821218D59218H9334,857,100,0,98,0,2585,1931,2021
01821083 31084 4321,858,79,0,89,0,4460,1933,2017
01821084 43084 9321,859,87,0,78,0,4460,1966,2017
01821084 93085 7121,860,77,0,80,0,4460,1933,2017
01821085 71086 5121,861,89,0,85,0,4460,1966,2017
01821086 51091 4821,862,77,0,87,0,4355,1933,2017
01821091 48092 0121,863,84,0,88,0,4250,1974,2017
01821092 01092 6221,864,75,0,85,0,4250,1933,2017
01821092 62093 3621,865,87,0,88,0,4197,1966,2017
01821093 36094 1074,866,74,78,89,0,3887,1966,1966
01821094 10095 5674,867,79,0,89,0,3630,1966,2018
01821095 56098 1274,868,75,0,76,0,3780,1933,1993
01821098 12098 6574,869,7,32,10,0,3780,1966,1966
01821098 65099 1774,870,31,0,51,0,3780,1933,1993
01821099 17099 7774,871,68,38,50,0,3780,1966,1966
01821099 77103 1874,872,34,0,45,0,4310,1933,1993
01821103 18104 5474,873,52,0,41,0,4840,1966,1993
01821104 54105 4774,874,42,0,45,0,5420,1966,1993
01821105 47106 4874,875,48,0,0,0,6550,1957,1957
01821106 48114 3874,876,49,0,44,0,3553,1928,1993
01821114 38115 3974,877,59,0,81,0,2830,1928,2011
01821115 39119 6174,878,53,0,32,0,2507,1928,1993
01821119 61129 3055,879,96,0,96,0,3085,1994,2014
01821129 30130 0355,880,83,0,63,0,4330,1929,2009
01821130 03130 0955,881,100,0,0,0,3640,2022,2022
01821130 09131 9455,882,73,0,85,0,3800,1922,2014
01821131 94138 3655,883,55,0,51,0,2675,1922,1987
01821138 36141 2455,884,52,22,62,0,2515,1961,1961
01821141 24142 9355,885,100,0,77,0,2272,1961,2022
01821142 93143 8555,886,100,0,83,0,2265,1961,2022
01821143 85147 9841,887,100,0,83,0,2210,1922,2022
01821147 98151 7741,888,64,37,69,0,2210,1961,1961
01821151 77152 2941,889,100,0,77,0,3036,1959,2023
01821153 30154 6041,890,100,0,83,0,4480,1959,2023
01821154 60161 0141,891,51,41,55,0,5140,1959,1959
01821161 01161 9141,892,58,0,58,0,5867,1952,1998
01821161 91162 5641,893,50,0,37,0,5800,1952,1995
01821162 56168 0441,894,78,0,84,0,6350,1952,2006
01821168 04172 5417,895,82,0,89,0,8550,1952,2006
01821172 54173 9717,896,75,0,84,0,12025,1997,2015
01821173 97174 4317,897,86,0,81,0,7016,1971,2015
01821174 43174 7817,898,90,0,78,2.33,14700,2015,2015
01821174 78175 2017,899,81,0,63,0,16033,1970,2015
01821175 20175 5017,900,66,0,66,0,10645,1970,1991
01821178 31184 6017,901,63,78,71,0,2842,1999,1999
01821184 60186 2617,902,67,77,79,0,4210,1999,1999
02021008 90009 8097,903,100,0,83,0,5200,1964,2022
02021009 80011 6497,904,100,0,83,0,5133,1964,2022
02021011 64012 5197,905,81,0,79,0,4660,1964,2017
02021012 51013 0097,906,78,0,79,0,8300,1964,2017
02021013 00018 0097,907,47,0,56,0,4150,1964,1995
02021018 00021 5697,908,46,0,20,0,3720,1958,1958
02021021 56032 5497,909,100,81,82,0,3950,2017,2017
02021032 54032 6597,910,0,0,0,0,3950,2016,2016
02021032 65033 5097,911,99,76,73,0,5737,2015,2015
02021033 50033 9597,912,100,65,67,0,4310,2018,2018
01821218H93219 4019,913,99,0,80,0,2155,1936,2021
